날짜,지역,외국인 방문자수
202512,경상남도,863296.0
202512,경상북도,367117.0
202512,광주광역시,82041.0
202512,대구광역시,156868.0
202512,대전광역시,85503.0
202512,부산광역시,1146324.0
202512,서울특별시,4168698.0
202512,세종특별자치시,31492.0
202512,울산광역시,288304.0
202512,인천광역시,2012194.0
202512,전라남도,649214.0
202512,전북특별자치도,195872.0
202512,제주특별자치도,919311.0
202512,충청남도,353410.0
202512,충청북도,199446.0
