날짜,지역,외국인 방문자수
202405,울산광역시,283145.0
202405,인천광역시,1803020.0
202405,전라남도,617892.0
202405,전북특별자치도,224342.0
202405,제주특별자치도,1054502.0
202405,충청남도,358501.0
202405,충청북도,251793.0
202406,강원특별자치도,308225.0
202406,경기도,1754705.0
202406,경상남도,647138.0
202406,경상북도,385484.0
202406,광주광역시,71039.0
202406,대구광역시,150714.0
202406,대전광역시,75133.0
202406,부산광역시,944406.0
202406,서울특별시,3337312.0
202406,세종특별자치시,24801.0
202406,울산광역시,277446.0
202406,인천광역시,1771322.0
202406,전라남도,659947.0
202406,전북특별자치도,188612.0
202406,제주특별자치도,1061993.0
202406,충청남도,312183.0
202406,충청북도,222080.0
202407,강원특별자치도,275199.0
202407,경기도,1965233.0
202407,경상남도,617836.0
202407,경상북도,380022.0
202407,광주광역시,75009.0
202407,대구광역시,165796.0
202407,대전광역시,82746.0
202407,부산광역시,966378.0
202407,서울특별시,3392463.0
202407,세종특별자치시,29800.0
202407,울산광역시,294370.0
202407,인천광역시,1807796.0
202407,전라남도,706549.0
202407,전북특별자치도,215712.0
202407,제주특별자치도,1055550.0
202407,충청남도,341064.0
202407,충청북도,236830.0
202408,강원특별자치도,228890.0
202408,경기도,1919811.0
202408,경상남도,604979.0
202408,경상북도,422357.0
202408,광주광역시,77371.0
202408,대구광역시,175484.0
202408,대전광역시,90416.0
202408,부산광역시,1076835.0
202408,서울특별시,3579293.0
202408,세종특별자치시,33632.0
202408,울산광역시,281348.0
202408,인천광역시,1876672.0
202408,전라남도,589488.0
202408,전북특별자치도,187996.0
202408,제주특별자치도,1246998.0
202408,충청남도,348213.0
202408,충청북도,232127.0
202409,강원특별자치도,220304.0
202409,경기도,1772276.0
202409,경상남도,622139.0
202409,경상북도,438366.0
202409,광주광역시,88588.0
202409,대구광역시,168701.0
202409,대전광역시,105940.0
202409,부산광역시,996871.0
202409,서울특별시,3505875.0
202409,세종특별자치시,34377.0
202409,울산광역시,298876.0
202409,인천광역시,1837555.0
202409,전라남도,566355.0
202409,전북특별자치도,195250.0
202409,제주특별자치도,1044873.0
202409,충청남도,350375.0
202409,충청북도,254701.0
202410,강원특별자치도,295920.0
202410,경기도,2124524.0
202410,경상남도,719288.0
202410,경상북도,497061.0
202410,광주광역시,96937.0
202410,대구광역시,188108.0
202410,대전광역시,123485.0
202410,부산광역시,1207511.0
202410,서울특별시,4412558.0
202410,세종특별자치시,41594.0
202410,울산광역시,290605.0
202410,인천광역시,2194857.0
202410,전라남도,620151.0
202410,전북특별자치도,232580.0
202410,제주특별자치도,1156086.0
202410,충청남도,385943.0
202410,충청북도,286212.0
202411,강원특별자치도,220541.0
202411,경기도,1788336.0
202411,경상남도,678699.0
202411,경상북도,404404.0
202411,광주광역시,99602.0
202411,대구광역시,186804.0
202411,대전광역시,96250.0
202411,부산광역시,983932.0
202411,서울특별시,3477376.0
202411,세종특별자치시,33073.0
202411,울산광역시,235508.0
202411,인천광역시,1775065.0
202411,전라남도,541757.0
202411,전북특별자치도,205404.0
202411,제주특별자치도,754073.0
202411,충청남도,318503.0
202411,충청북도,226831.0
202412,강원특별자치도,299826.0
202412,경기도,1733753.0
202412,경상남도,698452.0
202412,경상북도,312298.0
202412,광주광역시,72754.0
202412,대구광역시,138202.0
202412,대전광역시,77758.0
202412,부산광역시,913349.0
202412,서울특별시,3294533.0
202412,세종특별자치시,26223.0
202412,울산광역시,260779.0
202412,인천광역시,1655611.0
202412,전라남도,580886.0
202412,전북특별자치도,174337.0
202412,제주특별자치도,695703.0
202412,충청남도,294281.0
202412,충청북도,176694.0
