기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202408,672.0,363.56,원/아랍연방토후국 더히람,77.6,달러/배럴
202409,609.0,359.27,원/아랍연방토후국 더히람,73.52,달러/배럴
202410,828.0,376.6,원/아랍연방토후국 더히람,74.94,달러/배럴
202411,769.0,379.72,원/아랍연방토후국 더히람,72.61,달러/배럴
202412,968.0,400.22,원/아랍연방토후국 더히람,73.23,달러/배럴
202501,312.0,390.23,원/아랍연방토후국 더히람,80.41,달러/배럴
202502,372.0,391.97,원/아랍연방토후국 더히람,77.92,달러/배럴
202503,513.0,399.28,원/아랍연방토후국 더히람,72.49,달러/배럴
202504,1213.0,391.63,원/아랍연방토후국 더히람,67.74,달러/배럴
202505,717.0,376.14,원/아랍연방토후국 더히람,63.73,달러/배럴
202506,627.0,369.33,원/아랍연방토후국 더히람,69.26,달러/배럴
202507,982.0,376.55,원/아랍연방토후국 더히람,70.87,달러/배럴
202508,746.0,378.09,원/아랍연방토후국 더히람,69.39,달러/배럴
202509,598.0,381.81,원/아랍연방토후국 더히람,70.01,달러/배럴
202510,1041.0,387.51,원/아랍연방토후국 더히람,65.0,달러/배럴
202511,923.0,398.84,원/아랍연방토후국 더히람,64.47,달러/배럴
202512,1199.0,390.69,원/아랍연방토후국 더히람,62.05,달러/배럴
