기준연월,방한 외래관광객(명),환율(원),환율 계산 방법,유가(달러),유가 계산 방법
202411,8013.0,68.76,원/멕시코 페소 ,72.61,달러/배럴
202412,5487.0,72.57,원/멕시코 페소 ,73.23,달러/배럴
202501,4226.0,69.66,원/멕시코 페소 ,80.41,달러/배럴
202502,4586.0,70.28,원/멕시코 페소 ,77.92,달러/배럴
202503,6549.0,72.55,원/멕시코 페소 ,72.49,달러/배럴
202504,9977.0,73.55,원/멕시코 페소 ,67.74,달러/배럴
202505,6554.0,71.53,원/멕시코 페소 ,63.73,달러/배럴
202506,6303.0,72.11,원/멕시코 페소 ,69.26,달러/배럴
202507,8430.0,74.0,원/멕시코 페소 ,70.87,달러/배럴
202508,7584.0,74.42,원/멕시코 페소 ,69.39,달러/배럴
202509,8869.0,76.35,원/멕시코 페소 ,70.01,달러/배럴
202510,9909.0,77.21,원/멕시코 페소 ,65.0,달러/배럴
202511,7927.0,79.83,원/멕시코 페소 ,64.47,달러/배럴
202512,4589.0,79.77,원/멕시코 페소 ,62.05,달러/배럴
